Corpus	Query	Terms	Scoped	Rank	Title	Link	Sim Title	Sim Words	Sim Bigrams	Bit Vector	Exact Match	ContainsTerms	Relevant
hbreader.org	佛陀住在祇園精舍	4	FALSE	35	Supernatural Powers cannot Resist Karma (Karma) 神通難抵業力(業力)	http://hbreader.org/wenji/fojiaocongshu03215.html	0	0.415893	0.563102	0.75	0	佛陀住、住在	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	36	Mahakatyayana: Foremost in Debating the Dharma - 5 Advice to Remember the Triple Gem 迦旃延－－論議第一 (5) 勸念三寶	http://hbreader.org/wenji/shidadizi062.html	0	0.430007	0.558128	0.75	0	佛陀住、住在	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	37	Chapter 35: Vaisakha’s Great Generosity 第卅五章　毘舍佉大心布施	http://hbreader.org/wenji/shijia038.html	0	1.141775	0.426011	1	0	佛陀、住在、在祇園精舍	1
hbreader.org	佛陀住在祇園精舍	4	FALSE	38	Human Life is Fleeting (Impermanence) 人命短促(無常)	http://hbreader.org/wenji/fojiaocongshu03242.html	0	0.421779	0.544442	0.75	0	佛陀住、住在	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	39	Section 1 India - Chapter 3: Establisment of Places of Practice 第一篇　印度篇 第三章　道場的設立	http://hbreader.org/wenji/fojiaocongshu05003.html	0	1.364431	0.38033	1	0	佛陀、住在、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	40	Dharma Assembly starts: building causes and conditions - Part 1 [Translation of Canonical Source Text and Notes] 法會啟建因緣分第一 【譯文　原典　注釋】	http://hbreader.org/wenji/diamond03.html	0	0.475987	0.519974	0.75	0	佛陀住、住在	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	41	Ananda: Foremost in Having Heard Much - 5 Gossip about Dividing Bread 阿難陀－－多聞第一 (5) 分餅的流言	http://hbreader.org/wenji/shidadizi110.html	0	0.415608	0.518824	0.75	0	佛陀住、住在	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	42	Transforming Beggars (Teaching) 度化乞丐(教化)	http://hbreader.org/wenji/fojiaocongshu03140.html	0	0.977346	0.399132	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	43	A Drunkard is Ordained as a Monastic (Compassion) 為醉漢剃度(慈悲)	http://hbreader.org/wenji/fojiaocongshu03260.html	0	0.849858	0.416904	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	44	the Beginning of Cast Metal Statues (Faith) 鑄像之始(信仰)	http://hbreader.org/wenji/fojiaocongshu03293.html	0	0.978787	0.394164	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	45	Four Kinds of Refined Action (Cultivation) 四種雅行(修持)	http://hbreader.org/wenji/fojiaocongshu03168.html	0	0.82334	0.404987	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	46	Chapter 26: Bamboo Grove Monastery 第廿六章　在竹林精舍的教化	http://hbreader.org/wenji/shijia029.html	0	0.533575	0.454081	0.75	0	佛陀住、住在	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	47	Subhuti: Foremost in Understand Emptiness - 5 Prajna-wisdom can bring People to Tears 須菩提－－解空第一 (5) 般若會上涕淚悲泣	http://hbreader.org/wenji/shidadizi050.html	0	0.828829	0.394308	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	48	Sariputra: Foremost in Wisdom - 7 Accepting the Path of Salvation 舍利弗－－智慧第一 (7) 接受得救之道	http://hbreader.org/wenji/shidadizi008.html	0	0.801721	0.390448	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	49	The Four Necessities are not Permanent (Impermanence) 四事不久常(無常)	http://hbreader.org/wenji/fojiaocongshu03239.html	0	0.808992	0.386523	0.75	0	佛陀、在祇園精舍	0
hbreader.org	佛陀住在祇園精舍	4	FALSE	50	Brahma asks about the Path (Prajna) 梵天問道(般若)	http://hbreader.org/wenji/fojiaocongshu03090.html	0	0.803745	0.384453	0.75	0	佛陀、在祇園精舍	0
hbreader.org	金碧峰	3	FALSE	1	Alms Bowl 鉢盂	http://hbreader.org/wenji/wusheng019.html	0	1	1	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	2	A Broad and Open Life  豁達人生	http://hbreader.org/wenji/miyun_jiayouzhan10.html	0	0.97632	0.97632	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	3	The Sphere of Nirvana 涅槃之後的境界	http://hbreader.org/wenji/renjianfojiaoxilie8004.html	0	0.839171	0.839171	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	4	Lecture 8: Thre Robes, Alms Bowl, and Nisidana 第八講．三衣缽具	http://hbreader.org/wenji/monastery_precepts08.html	0	0.810014	0.770569	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	5	Making the Buddha realm magnificint without dwelling in appearances - Part 10 [Lecture] 莊嚴佛土無有住相分第十 【講話】	http://hbreader.org/wenji/diamond20.html	0	0.640487	0.640487	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	6	Scroll 1: The Most Important Four Aspects of the Dharma - Skillful Use of the Four Minds 卷一 四法最上 四心妙用	http://hbreader.org/wenji/dharmawords6007.html	0	0.634289	0.634289	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	7	How to be a Buddha's Light Member - Lecture 7 怎樣做個佛光人 佛光人第七講	http://hbreader.org/wenji/renjianfojiaoxilie1008.html	0	0.425375	0.425375	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	8	The Painting of Life 人生山水畫	http://hbreader.org/wenji/miyun_jiayouzhan34.html	0	0.499902	0.313974	0.6667	0	金碧	0
hbreader.org	金碧峰	3	FALSE	9	Writings on the Chan School and Pure Land - The Purpose of Studying Chan 禪門淨土篇 學禪的目的	http://hbreader.org/wenji/renjianfojiaoyulu003.html	0	0.40542	0.301258	1	1	金碧、碧峰	1
hbreader.org	金碧峰	3	FALSE	10	1. China - Venerable Binzong , known for Taiwanese Poetry 壹、中國 ■台灣詩僧斌宗法師	http://hbreader.org/wenji/fojiaocongshu04055.html	0	0.540847	0.245231	0.6667	0	碧峰	0
hbreader.org	金碧峰	3	FALSE	11	Volume 8: Buddhism and Study about the World - Class 11: Buddhism and Sightseeing 第八冊　佛教與世學 第十一課　佛教與觀光	http://hbreader.org/wenji/foguangjiaokeshu157.html	0	0.64614	0.220978	1	0	金碧、峰	0
hbreader.org	金碧峰	3	FALSE	12	Writings on the Chan School and Pure Land - The Wisdom and Character of Chan 禪門淨土篇 禪的智慧風光	http://hbreader.org/wenji/renjianfojiaoyulu007.html	0	0.440826	0.236847	1	1	金碧、碧峰	1
hbreader.org	思惟多如恆河沙	4	FALSE	1	A Broad and Open Life  豁達人生	http://hbreader.org/wenji/miyun_jiayouzhan10.html	0	1	1	1	1	思惟多、多如、如恆河沙	1
hbreader.org	思惟多如恆河沙	4	FALSE	2	Text - Admonishment againts being Idle 文 ■誡閑	http://hbreader.org/wenji/fojiaocongshu09047.html	0	0.661402	0.33844	0.5	0	如恆河沙	1
hbreader.org	思惟多如恆河沙	4	FALSE	3	Chapter 1: Natural Life 卷一　大自然的生命 ■大自然的生命	http://hbreader.org/wenji/wanshi08009.html	0	0.697819	0.320583	0.75	0	多、如恆河沙	0
hbreader.org	思惟多如恆河沙	4	FALSE	4	One body sees all - Part 18 [Lecture] 如來遍觀眾生心性分第十八 【講話】	http://hbreader.org/wenji/diamond36.html	0	0.895456	0.249085	1	0	思惟、多、如恆河沙	0
hbreader.org	思惟多如恆河沙	4	FALSE	5	“Lectures on the Diamond Sutra” Monograph First Edition Preface  《金剛經講話》 單行本出版緣起	http://hbreader.org/wenji/renjianfojiaoxuwen065.html	0	0.607304	0.278727	0.75	0	多、如恆河沙	0
hbreader.org	思惟多如恆河沙	4	FALSE	6	Buddha's Light Newsletter - The Direction of Buddha's Light International Association 佛光世紀 佛光會的方向	http://hbreader.org/wenji/renjianfojiaoshuxin034.html	0	0.528677	0.251577	0.75	0	多、如恆河沙	0
hbreader.org	思惟多如恆河沙	4	FALSE	7	Hsing Yun Diary 12 - Everywhere with no Families and Everywhere with Families: Reflection of Hsing Yun Diary 星雲日記12～處處無家處處家 「星雲日記」的回響	http://hbreader.org/wenji/riji92012.html	0	0	0.287956	0	0	多如	0
hbreader.org	箴者，所以攻疾防患	7	FALSE	1	Path of Cultivation, Scroll 2: Five Warnings for Raising Children 卷二 修行之道 五養箴	http://hbreader.org/wenji/dharmawords2049.html	0	1	1	1	1	箴者、所以攻、攻疾	1
hbreader.org	地球不屬於我們	4	FALSE	1	Scroll 3: The Essential Points of Understanding People - People of the Earth 卷三 識人之要 地球人	http://hbreader.org/wenji/dharmawords5099.html	0	1	1	1	0	地球不、我們	0
hbreader.org	地球不屬於我們	4	FALSE	2	Environmental and Spiritual Preservation 環保與心保	http://hbreader.org/wenji/dangdairen013.html	0	1.322406	0.871763	1.333333	1	地球不、不屬於、屬於我們	1
hbreader.org	地球不屬於我們	4	FALSE	3	Chapter 3: Unbounded Creativity - There are no Words to ask about the Heavens 卷三　創意無限 ■無語問蒼天	http://hbreader.org/wenji/wanshi08060.html	0	0.63135	0.976228	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	4	Buddha's Light Newsletter - How to be a Buddha's Light Member 佛光世紀 怎樣做個佛光人	http://hbreader.org/wenji/renjianfojiaoshuxin037.html	0	1.267344	0.764594	1.333333	0	地球、不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	5	Society Issues Investigation (Volume 1) - A Buddhist View of 'Environmental Protection Problems' 社會議題探討（上冊） 佛教對「環保問題」的看法	http://hbreader.org/wenji/renjianfojiaodangdai001.html	0	1.163778	0.78669	1.333333	1	地球不、不屬於、屬於我們	1
hbreader.org	地球不屬於我們	4	FALSE	6	Scroll 1: Ideas for Overcoming Difficulties - The Importance of Reason 卷一 思想津梁 理的重要	http://hbreader.org/wenji/dharmawords4013.html	0	0.557446	0.864951	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	7	Prefaces - “Hsing Yun's Chan Stories” Preface by Hsing Yun, Republic 序 ■《星雲禪話》序　　民國‧星雲	http://hbreader.org/wenji/fojiaocongshu09145.html	0	0.641162	0.803222	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	8	“Hsing Yun's Chan Stories” Preface 自序《星雲禪話》	http://hbreader.org/wenji/renjianfojiaoxuwen023.html	0	0.640557	0.801933	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	9	Grasping Space and Time 掌握時空	http://hbreader.org/wenji/miyun_shenghuo20.html	0	0.716822	0.775955	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	10	Transforming Narendrayasas (Impermanence) 度化耶舍(無常)	http://hbreader.org/wenji/fojiaocongshu03240.html	0	0.503787	0.821443	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	11	Buddha's Light Newsletter - The Habit of Cultivating Obedience 佛光世紀的來臨 養成聽話的習慣	http://hbreader.org/wenji/renjianfojiaoshuxin017.html	0	0.997566	0.917469	0.75	0	不屬於、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	12	Time Management 時間管理	http://hbreader.org/wenji/miyun_jiayouzhan12.html	0	0.435236	0.781873	0.666667	0	不屬於	0
hbreader.org	地球不屬於我們	4	FALSE	13	Scroll 3: The Four Essentials of Life - The Four Don't for a Person of Noble Character 卷三 人生四要 君子四不	http://hbreader.org/wenji/dharmawords6083.html	0	0.431789	0.77356	0.666667	0	不屬於	0
hbreader.org	地球不屬於我們	4	FALSE	14	Scroll 1: Do not Bicker - Cannot be Described 卷一　不要計較 不可說	http://hbreader.org/wenji/wanshi05009.html	0	0.426288	0.764125	0.666667	0	不屬於	0
hbreader.org	地球不屬於我們	4	FALSE	15	Selected Letters - “Awakening the World” 1st Anniversary Letter to Readers 書信選 《覺世》一週年給讀者的一封信	http://hbreader.org/wenji/renjianfojiaoshuxin053.html	0	0.525402	0.719058	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	16	1997 Letter for Spring Festival 1997年新春告白	http://hbreader.org/wenji/xinchungaobai019.html	0	0.663881	0.646302	1	0	地球不、我們	0
hbreader.org	地球不屬於我們	4	FALSE	17	The Significance of Participating in Buddhist Studies Summer Camp 參加佛學夏令營的意義	http://hbreader.org/wenji/renjianfojiaoxilie4011.html	0	0.432203	0.704334	1	0	不屬於、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	18	Chapter 23: The First Layman and Laywoman 第廿三章　最初的居士和信女	http://hbreader.org/wenji/shijia026.html	0	0.417666	0.669377	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	19	Selected Letters - “Awakening the World” 20th Anniversary Letter to Readers 書信選 《覺世》廿週年給讀者的一封信	http://hbreader.org/wenji/renjianfojiaoshuxin054.html	0	0.483175	0.635039	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	20	Preface 自序	http://hbreader.org/wenji/foguangjiaokeshu001.html	0	0.464301	0.637012	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	21	“Fo Guang Buddhist Textbooks” Preface 《佛光教科書》序	http://hbreader.org/wenji/renjianfojiaoxuwen076.html	0	0.464301	0.637012	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	22	12. Questions and Answers - 2. Cultivation 拾貳、問題答問篇 二、修持	http://hbreader.org/wenji/fojiaocongshu07068.html	0	0.437484	0.613768	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	23	Lecture 4: Contentment is the Source of Happiness 第四講　知足為守道的根本	http://hbreader.org/wenji/eight_realizations06.html	0	0.680774	0.509169	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	24	Volume 8: Buddhism and Study about the World - Class 4: Buddhism and Law 第八冊　佛教與世學 第四課　佛教與法律	http://hbreader.org/wenji/foguangjiaokeshu150.html	0	0.418077	0.511943	0.666667	0	不屬於	0
hbreader.org	地球不屬於我們	4	FALSE	25	Ten Non-Thoughts of the Young Buddhist Monastic Community (1) 青年僧伽的十無思想	http://hbreader.org/wenji/renjianfojiaoxilie4006.html	0	0.543628	0.446719	1.333333	0	地球、不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	26	Hsing Yun Diary 16 - The Skillful Use of Chan 星雲日記16～禪的妙用 禪的妙用(1992/3/16~3/31)	http://hbreader.org/wenji/riji92033.html	0	0.626259	0.40595	1.333333	0	地球、不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	27	What should come First, What should come Last? 孰先孰後	http://hbreader.org/wenji/renjianfojiaoxilie6009.html	0	0.469887	0.429701	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	28	Chapter 39: I would like to Create “A Life Worth Three Hundred Years” 【三十九說】我要創造「人生三百歲」	http://hbreader.org/wenji/pinseng040.html	0	0.450897	0.429258	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	29	From the Real World to the Ideal World 從現實的世界到理想的世界	http://hbreader.org/wenji/renjianfojiaoxilie8009.html	0	0.456603	0.415136	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	30	Hsing Yun Diary 19 - A Heart-to-Heart Talk: May All Wishes Come True 星雲日記19～談心接心 心想事成(1992/9/16～1992/9/30)	http://hbreader.org/wenji/riji92051.html	0	0.688598	0.340113	1.333333	0	地球不、屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	31	Volume 5: Introduction to Schools - Class 9: Tiantai School 第五冊　宗派概論 第九課　天台宗	http://hbreader.org/wenji/foguangjiaokeshu092.html	0	0.442611	0.371717	1	0	不屬於、我們	0
hbreader.org	地球不屬於我們	4	FALSE	32	How to Build Humanistic Buddhism - 1 (Speech at Fo Guang Shan) 如何建設人間佛教 第一篇　如何建設人間佛教(講於佛光山)	http://hbreader.org/wenji/fojiaocongshu10053.html	0	0.429029	0.366162	1	0	不、屬於我們	0
hbreader.org	地球不屬於我們	4	FALSE	33	Section 2 China - Chapter 6: Buddhist Monastic System of Administration 第二篇　中國篇 第六章　佛教的僧官制度	http://hbreader.org/wenji/fojiaocongshu05015.html	0	0.436951	0.342116	0.666667	0	不屬於	0
hbreader.org	地球不屬於我們	4	FALSE	34	Lecture 1: The Meaning of a Monastery 第一講．常住意義	http://hbreader.org/wenji/monastery_places01.html	0	0.52448	0.313795	1	0	不屬於、我們	0
hbreader.org	我們是大地的一部分	5	FALSE	1	Chapter 4: Keeping in Step with the World - Magic 卷四　與世界接軌 ■魔術	http://hbreader.org/wenji/wanshi08082.html	0	1	1	0.6	0	是大地、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	2	Life on Mother Earth 大地的生命	http://hbreader.org/wenji/miyun_gaochu56.html	0	1.410586	0.805128	0.8	0	我們是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	3	Society and the Workforce: A Prayer for Maritime Workers 社會‧職業 為海域工作者祈願文	http://hbreader.org/wenji/prayers63.html	0	0.87624	0.783264	0.8	0	我們、是大地、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	4	Our Original Face 本來面目	http://hbreader.org/wenji/miyun_fubao77.html	0	0.831062	0.775882	0.8	0	我們、是大地、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	5	Buddhism and World Views 佛教的宇宙觀	http://hbreader.org/wenji/fojiaocongshu08055.html	0	1.090167	0.587364	0.8	0	我們、是大地、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	6	Oneness and Coexistence 同體與共生	http://hbreader.org/wenji/dangdairen002.html	0	2.09141	0.478484	1	0	我們、是、大地的、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	7	Embracing Nature: Ecology from a Buddhist Perspective (2) 佛教與自然生態（下）	http://hbreader.org/wenji/ecology2.html	0	1.774068	0.495505	1	0	我們是、是大地、大地的、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	8	Scroll 3: The Essentials of Work - Excercises and Undertakings 卷三 工作之要 運動與事業	http://hbreader.org/wenji/dharmawords8089.html	0	1.225281	0.479366	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	9	Chapter 2: Challenging Limits - Virtues of the Earth 卷二　挑戰極限 ■地的功用	http://hbreader.org/wenji/wanshi08025.html	0	1.387935	0.464916	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	10	Chapter 3: An Admonition for Conducting Oneself with Integrity - Parents 卷三　處事箴言 ■父母	http://hbreader.org/wenji/wanshi11069.html	0	1.362636	0.458709	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	11	Even the Inanimate Teaches the Dharma 無情說法	http://hbreader.org/wenji/miyun_duyiqie72.html	0	1.19998	0.444523	0.8	0	我們、是大地、的	0
hbreader.org	我們是大地的一部分	5	FALSE	12	Society Issues Investigation (Volume 1) - A Buddhist View of 'War and Peace' 社會議題探討（上冊） 佛教對「戰爭與和平」的看法	http://hbreader.org/wenji/renjianfojiaodangdai008.html	0	1.297003	0.435967	1	1	我們是、是大地、大地的、的一部分	1
hbreader.org	我們是大地的一部分	5	FALSE	13	Scroll 3: Do Good Deeds - Resolve 卷三　做好事 發心	http://hbreader.org/wenji/wanshi05061.html	0	1.317399	0.420165	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	14	Resolving Disputes (Repentance) 化解紛爭(懺悔)	http://hbreader.org/wenji/fojiaocongshu03220.html	0	0.890762	0.44955	1	0	是大地、的	0
hbreader.org	我們是大地的一部分	5	FALSE	15	Chapter 1: Life's Stations - The Virtuous Use of Strength 卷一　人生的站 ■力的功用	http://hbreader.org/wenji/wanshi10004.html	0	0.991437	0.42649	0.8	0	我們、是大地、的	0
hbreader.org	我們是大地的一部分	5	FALSE	16	Buddhism and Fate 佛教與命運	http://hbreader.org/wenji/fojiaocongshu08022.html	0	0.672918	0.435438	0.8	0	我們是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	17	Magnanimity 容人的雅量	http://hbreader.org/wenji/miyun_zhenli63.html	0	2.093427	0.311065	1	0	我們、是、大地、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	18	Scroll 3: How to Make Daily Improvements - What is a Dharma Service? 卷三 如何日日增上 何謂法會？	http://hbreader.org/wenji/dharmawords3089.html	0	1.495384	0.318922	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	19	Society and the Workforce: A Prayer for the Natural Ecosystem 社會‧職業 為自然生態祈願文	http://hbreader.org/wenji/prayers73.html	0	1.254389	0.333688	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	20	Canonical Evidence for Humanistic Buddhism (Recorded in at Total of 28 Kinds of Canonical Text) - Wise Companions and Bad Friends 人間佛教的經證(共收錄二十八種經典) ■益友和損友	http://hbreader.org/wenji/fojiaocongshu10028.html	0	1.269098	0.331361	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	21	Scroll 2: Truth in Life - Life Meaning 卷二 生命的真諦 生活真義	http://hbreader.org/wenji/dharmawords7045.html	0	1.445505	0.316369	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	22	Self-Confidence 自　信	http://hbreader.org/wenji/miyun_guanli86.html	0	1.440456	0.315272	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	23	Scroll 3: Acknowledging the World - Places and People 卷三 認知世間 處眾	http://hbreader.org/wenji/dharmawords9106.html	0	1.432762	0.313641	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	24	Chapter 2: Stages of Life - Where is Life 卷二　生命的層次 ■生命在那裡？	http://hbreader.org/wenji/wanshi11025.html	0	1.315562	0.322044	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	25	Scroll 2: The Best Way to Provide for One's Elders - Diligence in Management of Finance and Personal Property 卷二 最好的供養 修業	http://hbreader.org/wenji/dharmawords5046.html	0	1.401093	0.315381	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	26	Preface: Pay Respect to former Sages 【序言】禮敬先賢	http://hbreader.org/wenji/shidadizi001.html	0	0.927325	0.340501	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	27	“The Biography of the Ten Great Disciples of the Buddha” Preface and Praise to the Sages 《十大弟子傳》序 禮敬先賢	http://hbreader.org/wenji/renjianfojiaoxuwen004.html	0	0.926531	0.340135	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	28	Scroll 2: Treasures Passed through the Generations - Love 卷二 傳家之寶 愛	http://hbreader.org/wenji/dharmawords10046.html	0	1.261073	0.313424	1	0	是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	29	To Resolve and to Develop 發心與發展	http://hbreader.org/wenji/dangdairen009.html	0	1.22511	0.315678	1	0	我們、是大地、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	30	Chapter 1: Natural Life 卷一　大自然的生命 ■大自然的生命	http://hbreader.org/wenji/wanshi08009.html	0	1.125896	0.321499	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	31	Chapter 16: The Troops Gave Chase 第十六章　王師追至苦行林	http://hbreader.org/wenji/shijia019.html	0	1.37109	0.407803	0.4	0	我們是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	32	Loving Words 愛　語	http://hbreader.org/wenji/miyun_gaochu87.html	0	0.882243	0.337599	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	33	Chapter 3: Honesty is Important - Fundamentals 卷三　誠實的重要 根本	http://hbreader.org/wenji/wanshi07051.html	0	1.138706	0.316363	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	34	“Chinese eminent monk Complete Words” General Preface: Fo Guang and the Light of Wisdom 《中國佛教高僧全集》總序 : 佛光與慧燈	http://hbreader.org/wenji/renjianfojiaoxuwen057.html	0	0.724394	0.347725	1	0	是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	35	Seeing Problems Clearly 看清問題	http://hbreader.org/wenji/miyun_shenghuo16.html	0	1.223107	0.303688	1	0	是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	36	Chapter 3: Unbounded Creativity - Energy Sources 卷三　創意無限 ■能源	http://hbreader.org/wenji/wanshi08049.html	0	1.061349	0.315943	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	37	Scroll 2: Why We should Live - Turning Points 卷二　為何而活 契機	http://hbreader.org/wenji/wanshi03043.html	0	0.956734	0.320848	1	0	是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	38	Scroll 2: Treasures Passed through the Generations - What is Love? 卷二 傳家之寶 什麼是愛	http://hbreader.org/wenji/dharmawords10042.html	0	0.903044	0.323689	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	39	Buddhism and Taoism 佛教與道教	http://hbreader.org/wenji/fojiaocongshu08012.html	0	1.148923	0.392857	0.8	0	是大地、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	40	Hands 手	http://hbreader.org/wenji/miyun_guanli66.html	0	0.824475	0.329181	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	41	Chapter 3: Honesty is Important - Adopting a Girl as a Future Daughter-in-Law 卷三　誠實的重要 童養媳	http://hbreader.org/wenji/wanshi07054.html	0	1.328684	0.289289	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	42	Capabilities 性　能	http://hbreader.org/wenji/miyun_chenggong79.html	0	0.812642	0.325685	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	43	Buddhism and Sculpture 佛教與雕塑	http://hbreader.org/wenji/fojiaocongshu08036.html	0	1.530917	0.268749	1	0	我們、是、大地、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	44	Fragrant Orchid In a Deep Valley 幽谷蘭香	http://hbreader.org/wenji/miyun_wuchang04.html	0	0.80729	0.323029	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	45	Chapter 1: Natural Life - Inspiration from Water 卷一　大自然的生命 ■水的啟示	http://hbreader.org/wenji/wanshi08016.html	0	0.858735	0.317526	1	0	是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	46	Recommendation Preface 2 - At Ease and Happy  by Daisy L. Hung 推薦序2‧安心與開心／洪蘭	http://hbreader.org/wenji/dharmawords1003.html	0	1.302131	0.28281	0.8	0	我們、是、的一部分	0
hbreader.org	我們是大地的一部分	5	FALSE	47	Scroll 4: Where the Opportunities are - A Magnanimous Life 卷四　機會在那裡 豁達的人生	http://hbreader.org/wenji/wanshi03085.html	0	0.801516	0.320307	0.8	0	我們、是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	48	Transforming Angulimalya (Teaching) 度化鴦崛摩羅(教化)	http://hbreader.org/wenji/fojiaocongshu03141.html	0	0.838354	0.305386	1	0	是、大地的	0
hbreader.org	我們是大地的一部分	5	FALSE	49	Chapter 44: Special Teachings - Aṅgulimāla Confesses and Takes Refuge 第四十四章 　特別的教化 ～鴦崛摩羅懺悔皈依	http://hbreader.org/wenji/shijia051.html	0	0.837966	0.304994	1	0	是、大地的	0
