
公元	紀年	宰相進拜加官	罷免	執政進拜加官	罷免
1267	三年丁卯	正月戊戌，太師、右丞相賈似道特轉兩官，二月乙丑，除太師，特授平章軍國重事，一月三赴經筵，三日一朝，就赴都堂治事。三月壬辰，程元鳳自少保觀文殿大學士除少傅、右丞相兼樞密使，進封吉國公，加封邑。八月辛未，葉夢鼎自金紫光祿大夫、參知政事除特進、右丞相兼樞密使。 賈似道 程元鳳 葉夢鼎	三月丁未，程元鳳為監察御史陳宜中所劾，罷右丞相，依舊少保、觀文殿大學士、醴泉觀使。	正月壬辰，王爚自同知樞密院事進知樞密院事兼參知政事。留夢炎自同知樞密院事兼參知政事。葉夢鼎自知慶元軍府事除參知政事。常挺自吏部尚書除端明殿學士、簽書樞密院事。戊戌，王爚自知樞密院事特授光祿大夫，職任依前，仍加封邑。留夢炎自參知政事特授通議大夫，職任依前，進封信安郡開國公。常挺自簽書樞密院事特授通奉大夫，職任依前，仍加封邑。六月壬戌，馬光祖自沿江制置大使除參知政事。八月辛未，留夢炎自參知政事除樞密使。壬申，常挺自簽書樞密院事進同知樞密院事兼權參知政事，十一月庚戌，除參知政事。馬廷鸞自簽書樞密院事進同知樞密院事。	六月己巳，姚希得依舊職資政殿學士，特與宮觀致仕。辛未，楊棟仍舊資政殿學士特與宮觀致仕。己卯，王爚除資政殿學士、知慶元府兼沿海制置使。厲文翁以資政殿大學士，朝請大夫贈七官致仕。
1268	四年戊辰	八月壬寅，太師平章軍國重事賈似道、右丞相兼樞密使葉夢鼎各進二秩。 賈似道 葉夢鼎	　	四月庚寅，馬廷鸞除兼權參知政事。	正月乙巳，留夢炎除觀文殿學士、知潭州、湖南安撫使、起居郎兼侍講。十一月壬戌，常挺以資政殿學士致仕，丁未，曾少保。十二月丙戌，包恢以資政殿學士致仕。
1269	五年己巳	三月戊辰，江萬里自參知政事進一秩，除左丞相兼樞密使。馬廷鸞自參知政事進一秩，除右丞相兼樞密使。 賈似道 葉夢鼎 江萬里 馬廷鸞	正月癸亥，葉夢鼎罷右相，依前少保特授觀文殿大學士、判福州軍州事兼管內勸農使、福建路安撫大使、馬步軍都總管，進封信國公。三月庚戌，程元鳳守少保、觀文殿大學士致仕。	正月甲子，馬廷鸞自同知樞密院事除參知政事兼同知樞密院事。甲戌，江萬里自湖南安撫使除參知政事。三月己巳，馬光祖自參知政事除知樞密院事兼參知政事。	五月己酉，馬光祖依舊觀文殿學士、提舉臨安府洞霄宮。
1270	六年庚午	賈似道 江萬里 馬廷鸞	正月丙寅，江萬里為鮑度所劾，罷左相，戊辰，以觀文殿學士知福州、福建安撫使。	正月丙寅，陳宗禮除端明殿學士、簽書樞密院事。趙順孫自吏部侍郎除端明殿學士、同簽書樞密院事。十月甲申，陳宗禮、趙順孫並兼權參知政事。	十一月乙未，陳宗禮進資政殿學士、守兼參知政事致仕。
1271	七年辛未	賈似道 馬廷鸞	十二月己亥，謝方叔特敍復元官，以惠國公致仕。	　	正月壬申，楊棟升觀文殿學士致仕。
1272	八年壬申	十二月甲寅，葉夢鼎自少保、觀文殿學士除少傅、右丞相、兼樞密使，屢辭不拜。 賈似道 馬廷鸞	十一月乙卯，馬廷鸞罷右相，除觀文殿學士、知饒州，己未，免知饒州，以觀文殿學士、鄱陽郡公提舉洞霄宮，九年十二月甲子，除浙東安撫使、知紹興府。	三月丙子，趙順孫自同知樞密院事兼參知政事授中大夫。六月丁酉，章鑑自權吏部尚書除端明殿學士、同簽書樞密院事，十月丁未，兼權參知政事。	五月己巳，王爚除觀文殿學士、提舉萬壽觀、兼侍讀。十二月丁未，留夢炎以臺臣言奪職罷祠。
1273	九年癸酉	賈似道	　	九月辛巳，章鑑自同簽書除簽書樞密院事。陳宜中自兼權吏部尚書除端明殿學士、同簽書樞密院事。	
1274	十年甲戌七月癸未瀛國公即位	十一月丙戌，王爚自知樞密院事進兩秩，除左丞相兼樞密使。章鑑自同知樞密院事進兩秩，除右丞相兼樞密使。十二月癸亥，賈似道依舊起復太師、平章軍國重事、魏國公、都督諸路軍馬。 賈似道 王爚 章鑑	正月戊子，江萬里乞輿疾去任，詔依舊觀文殿大學士、提舉洞霄宮。	十月乙丑，章鑑自簽書進同知樞密院事兼權參知政事。陳宜中自同簽書除簽書樞密院事、兼權參知政事。	二月己酉，趙順孫自同簽書除福建安撫使。正月己丑，留夢炎除知潭州兼湖南安撫使，四月辛亥，依舊觀文殿學士、知潭州兼湖南安撫使。
1275	德祐元年乙亥	三月乙亥，王爚自觀文殿學士除左丞相兼樞密使；丙子，陳宜中自知樞密院事除特進、右丞相兼樞密使；己卯，並都督諸路軍馬。四月丙辰，王爚詔如文彥博故事，朝參起居外並免拜，六月甲寅，除平章軍國重事，一月兩赴經筵，五日一朝。陳宜中左丞相兼樞密使、都督諸路兵馬。留夢炎除右丞相兼樞密使、都督諸路兵馬，十月丁未，除左丞相。陳宜中自觀文殿大學士除右丞相兼樞密使。 賈似道 王爚 陳宜中 留夢炎	二月庚午，陳宜中乞誅似道，詔罷平章、都督，予祠。三月丙子，章鑑罷右相，予祠，戊戌，罷祠，六月庚戌，放歸田里。七月壬辰，罷王爚為醴泉觀使。九月己巳，陳宜中授觀文殿大學士、醴泉觀使、兼侍讀。十一月乙未，左丞相留夢炎遁，丙午，遺使召還。十二月戊申，王爚薨。	正月乙酉，陳宜中自簽書樞密院事進同知樞密院事兼參知政事，二月己巳，除知樞密院事兼參知政事。曾淵子除同知樞密院事、兩浙安撫制置大使兼知臨安府。文及翁自試尚書禮部侍郎除簽書樞密院事。倪普除同簽書樞密院事。二月丁未，姚希得除參知政事。三月丙申，陳合除同簽書樞密院事。四月壬子，高斯得除簽書樞密院事兼權參知政事。四月丁卯，李庭芝除參知政事。七月乙未，陳文龍除簽書樞密院事兼權參知政事。十一月庚午，除同知樞密院事兼權參知政事。黃鏞除同簽書樞密院事。十二月庚子，吳堅除簽書樞密院事。黃鏞除兼權參知政事。癸卯，陳文龍除參知政事兼權知樞密院事。謝堂賜同進士出身，除同知樞密院事。	三月庚寅，曾淵子自同知樞密院事除兩浙轉運副使。四月己未，文及翁、倪普削一官，奪執政恩數。
1276	二年丙子	正月辛未，吳堅自簽書除左丞相兼樞密使。乙酉，文天祥自知臨安府除右丞相兼樞密使。 陳宜中 吳堅 文天祥	正月甲申，右丞相陳宜中遁。	正月庚午，黃鏞自同簽書除參知政事。辛未，常楙除參知政事。丁丑，夏士林除簽書樞密院事。己卯，全允堅加太尉，除參知政事。乙酉，家鉉翁賜進士出身，除簽書樞密院事。賈餘慶除簽書樞密院事、知臨安府。	正月庚午，參知政事陳文龍遁。謝堂除兩浙鎮撫大使。己卯，參知政事常楙遁。庚申，簽書夏士林遁。



Chinese text: This work was published before January 1, 1923, and is in the
public domain worldwide because the author died at least 100 years ago.
