
公元	紀年	宰相進拜加官	罷免	執政進拜加官	罷免
1178	五年戊戌	三月壬子，史浩自觀文殿大學士、充醴泉觀使、兼侍讀、永國公依前少保，授右丞相，封衞國公。十一月丁丑，趙雄自參知政事遷正議大夫，除右丞相。 史浩 趙雄	十一月甲戌，史浩罷右相，授少傅、保寧軍節度使、充醴泉觀使、兼侍讀，依前　國公。	四月丙寅，范成大自禮部尚書、兼直學士院遷中大夫除參知政事。六月乙酉，錢良臣自給事中除端明殿學士、簽書樞密院事。己未，王淮自參知政事除知樞密院事。趙雄自同知樞密院事除參知政事。十一月丁丑，王淮自知樞密院事遷太中大夫，除樞密使。乙亥，錢良臣自簽書除參知政事。	三月，李彥穎罷參政，以資政殿學士知紹興府。六月甲戌，范成大罷參政，以資政殿學士知婺州。
1179	六年己亥	趙雄	　	　	　
1180	七年庚子	趙雄	　	五月戊辰，周必大自吏部尚書除參知政事。謝廓然自刑部尚書除端明殿學士、簽書樞密院事。	　
1181	八年辛丑	八月，王淮自樞密使、信國公除光祿大夫、右丞相兼樞密使，封福國公。 趙雄 王淮	八月，趙雄罷右丞相，除觀文殿大學士、四川安撫制置使兼知成都府。	八月甲寅，謝廓然自權參知政事除同知樞密院事。九月，兼權參知政事。	九月庚寅，錢良臣以資政殿學士與在外宮觀罷。
1182	九年壬寅	王淮	　	六月丁巳，周必大自參知政事除知樞密院事。十二月丁丑，施師點自朝請大夫、給事中除端明殿學士、簽書樞密院事。明年正月丙戌，兼權參知政事。	六月丁巳，謝廓然自同知樞密院致仕。
1183	十年癸卯	王淮	　	八月戊申，施師點自端明殿學士、簽書樞密院事兼權參知政事遷中大夫，除參知政事兼同知樞密院事。黃洽自御史中丞兼侍講遷中大夫，除參知政事。	　
1184	十一年甲辰	王淮	　	六月庚申，周必大自知樞密院事進樞密使。	　
1185	十二年乙巳	王淮	　	　	　
1186	十三年丙午	王淮	十一月丙寅，梁克家罷右丞相，授觀文殿大學士、充醴泉觀使、兼侍讀，依前特進、鄭國公。	閏七月戊申，留正自敷文閣學士除端明殿學士、簽書樞密院事。	　
1187	十四年丁未	二月丁亥，周必大自樞密使遷光祿大夫，除右丞相。王淮周必大	　	二月戊子，施師點自參知政事除知樞密院事。八月癸未，留正自簽書樞密院事除參知政事兼同知樞密院事。	　
1188	十五年戊申	王淮 周必大	五月己亥，王淮罷左丞相，除觀文殿大學士判衢州，依前特進、魯國公。	　	　
1189	十六年己酉二月壬戌光宗即位	正月己亥，周必大自右丞相、濟國公除特進、左丞相，封許國公。留正自參知政事兼同知樞密院事遷通奉大夫，除右丞相。 留正 周必大	三月甲寅，前宰相史浩自太傅、保寧軍節度使致仕、魏國公授太師，依前官致仕。五月丙申，周必大罷左丞相，以觀文殿大學士判潭州。	正月己亥，王藺自禮部尚書除參知政事。葛邲自刑部尚書除同知樞密院事。五月甲午，王藺自參知政事除知樞密院事兼參知政事。	正月丙申，黃洽罷知樞密院事，以資政殿大學士知隆興府。乙巳，蕭燧罷參知政事，除資政殿學士、提舉臨安府洞霄宮。
1190	紹熙元年庚戌	七月乙卯，留正自宣奉大夫、右丞相遷金紫光祿大夫，除左丞相。 留正	　	七月甲寅，葛邲自宣奉大夫、同知樞密院事除參知政事。王藺自知樞密院事除樞密使。胡晉臣自太中大夫、給事中、兼侍講除端明殿學士、簽書樞密院事。十二月丁亥，胡晉臣自端明殿學士、簽書樞密院事除參知政事兼同知樞密院事。葛邲自參知政事除知樞密院事。	　
1191	二年辛亥	留正	　	　	　
1192	三年壬子	留正	　	六月辛丑，陳騤自禮部尚書除同知樞密院事。	　
1193	四年癸丑	三月辛巳，葛邲自光祿大夫、知樞密院事遷特進，除右丞相。 留正 葛邲	　	三月辛巳，陳騤自同知樞密院事除參知政事。胡晉臣自參知政事除知樞密院事。趙汝愚自吏部尚書除同知樞密院事。十月壬午，趙汝愚自中大夫、同知樞密院事除知樞密院事，仍進封開國公。五年七月己巳，兼參知政事。余端禮自通議大夫、吏部尚書除同知樞密院事。	　
1194	五年甲寅寧宗七月甲子即位	八月丙辰，趙汝愚自樞密使除右丞相。 留正 葛邲 趙汝愚	正月，葛邲罷右相，授觀文殿大學士，依前特進、判建康府。八月丙辰，留正罷左相。	七月丙午，余端禮自同知樞密院事除參知政事兼同知樞密院事。癸未，免兼。陳騤自參知政事除知樞密院事。八月丙申，兼參知政事。七月癸未，趙汝愚自知樞密院事除樞密使。甲申，羅點自兵部尚書除端明殿學士、簽書樞密院事。九月壬申，京鏜自刑部尚書除端明殿學士、簽書樞密院事。十二月庚午，京鏜自簽書樞密院事除參知政事。鄭僑自吏部尚書除同知樞密院事。余端禮自參知政事除知樞密院事。明年二月戊寅，兼參知政事。	十二月己巳，陳騤罷知樞密院事。
1195	慶元元年乙卯	四月己未，余端禮自知樞密院事兼參知政事遷銀青光祿大夫，除右丞相。 趙汝愚 余端禮	二月戊寅，趙汝愚罷右丞相，除觀文殿大學士，依前銀青光祿大夫、知福州。	四月己未，鄭僑自宣奉大夫、同知樞密院事除參知政事。京鏜自太中大夫、參知政事除知樞密院事。謝深甫自中奉大夫、試御史中丞、兼侍讀除端明殿學士、簽書樞密院事。	　
1196	二年丙辰	正月庚寅，余端禮自右丞相遷特進，除左丞相。京鏜自知樞密院事遷正議大夫，除右丞相。 余端禮 京鏜	四月甲子，余端禮罷左丞相，以觀文殿大學士判隆興府。	正月庚寅，鄭僑自參知政事除知樞密院事。謝深甫自簽書樞密院事除參知政事。三年正月癸卯，兼知樞密院事。何澹自御史中丞除同知樞密院事。四月壬申，除參知政事。同日，葉翥自吏部尚書除端明殿學士簽書樞密院事。	　
1197	三年丁巳	京鏜	　	　	正月壬寅，鄭僑罷知樞密院事，以資政殿大學士知福州。
1198	四年戊午	京鏜	　	正月丙寅，葉翥同知樞密院事。八月丙子，謝深甫自參知政事除知樞密院事兼參知政事。許及之自吏部尚書除同知樞密院事。	　
1199	五年己未	京鏜	　	　	　
1200	六年庚申	閏二月庚寅，京鏜自右丞相拜少傅、左丞相，封冀國公。謝深甫自知樞密院事遷金紫光祿大夫，除右丞相。 謝深甫 京鏜	八月丁酉，少傅、左丞相京鏜薨。	閏二月庚寅，何澹自參知政事除知樞密院事兼參知政事。七月丁卯，陳自強自御史中丞除端明殿學士、簽書樞密院事。	　
1201	嘉泰元年辛酉	謝深甫	　	七月甲子，陳自強自簽書樞密院事除參知政事兼同知樞密院事。張釜自禮部尚書除端明殿學士、簽書樞密院事。八月甲申，程松自諫議大夫除同知樞密院事。張巖自給事中除參知政事。	七月乙卯，何澹罷知樞密院事。八月甲申，張釜罷簽書樞密院事。
1202	二年壬戌	謝深甫	　	八月丙子，袁說友自吏部尚書除同知樞密院事。十一月庚戌，許及之參知政事。陳自強自參知政事除知樞密院事。明年正月丙申，兼參知政事。	七月己巳，同知樞密院事程松以父喪去官。
1203	三年癸亥	五月戊寅，陳自強自知樞密院事除右丞相。 謝深甫 陳自強	正月己卯，謝深甫罷右丞相，授觀文殿學士判建康府。	正月戊戌，袁說友自同知樞密院事除參知政事。傅伯壽自翰林學士除端明殿學士、簽書樞密院事。二月乙巳，費士寅除端明殿學士、簽書樞密院事。五月戊寅，許及之自參知政事除樞密院兼參知政事。十月癸卯，費士寅自簽書樞密院事除參知政事。四年四月丙午，兼知樞密院事。張孝伯自華文閣學士、知鎮江府召除同知樞密院事。	正月甲午，張巖罷參知政事，以資政殿學士知平江府。九月庚午，袁說友罷參知政事。
1204	四年甲子	陳自強	　	四月丙午，張孝伯自同知樞密院事兼參知政事。八月罷。錢象祖自吏部尚書除同知樞密院事。十月庚子，張巖自資政殿學士、知揚州詔除參知政事。開禧二年三月乙巳，兼知樞密院事。	四月甲辰，許及之罷知樞密院事。
1205	開禧元年乙丑	七月辛酉，韓侂冑自太師、永興軍節度使、充萬壽觀使、平原郡王拜平章軍國事。 陳自強 韓侂冑	　	四月戊子，劉德秀自吏部尚書除端明殿學士、簽書樞密院事。戊戌，錢象祖自同知樞密院事除參知政事兼知樞密院事。明年三月乙巳，罷。	三月癸未，費士寅罷參政，以資政殿學士知興元府。九月丁亥，劉德秀罷簽書。
1206	二年丙寅	陳自強 韓侂冑	四月，故太師秦檜特追王爵，降充銀青光祿大夫、衞國公。	七月癸卯，李壁自禮部尚書除參知政事。張巖自光祿大夫、參知政事除知樞密院事。明年九月丙申罷。十一月甲申，丘崈自端明殿學士兼江、淮宣撫使除簽書樞密院事，仍督江、淮軍馬。明年正月辛卯，罷。	　
1207	三年丁卯	十二月辛酉，錢象祖自參知政事授正奉大夫、兼國用使除右丞相兼樞密使。 陳自強 韓侂冑 錢象祖	十一月甲戌，韓侂冑罷平章軍國事。陳自強罷右丞相。	四月戊辰，錢象祖自資政殿學士、提舉萬壽觀、兼侍讀除參知政事。十一月甲戌，兼知樞密院事。十一月丙戌，衞涇自中奉大夫、試御史中丞除端明殿學士、簽書樞密院事。丁亥，兼權參知政事。 十二月壬戌，衞涇自簽書樞密院事，雷孝友自御史中丞，並除參知政事。史彌遠自禮部尚書除同知樞密院事。林大中自吏部尚書除端明殿學士、簽書樞密院事。	十一月甲戌，李壁罷參知政事。
1208	嘉定元年戊辰	十月丙子，錢象祖自右丞相除特進、左丞相兼樞密使、兼太子賓客。史彌遠自知樞密院事除通奉大夫、右丞相兼樞密使、兼太子少傅。 錢象祖 史彌遠	十一月戊子，右丞相史彌遠丁母憂。十二月丙寅，錢象祖罷相，以觀文殿大學士判福州。	正月壬辰，史彌遠自同知樞密院事除知樞密院事。六月辛卯，兼參知政事。七月癸丑，丘崈同知樞密院事。八月辛巳，婁機自禮部尚書除同知樞密院事、兼太子賓客。十月丙子，參知政事。樓鑰自吏部尚書，除端明殿學士、簽書樞密院事、兼太子賓客。十月丙子，進同知樞密院事。十月丙子，雷孝友自參知政事除知樞密院事兼參知政事。	六月乙亥，衞涇罷參政，以資政殿學士知潭州。
1209	二年己巳	五月丙申，史彌遠起復，拜右丞相兼樞密使、兼太子少師。 史彌遠	　	正月丁巳，樓鑰自同知樞密院事除參知政事。章良能自御史中丞遷中大夫，除同知樞密院事。宇文紹節自通議大夫、試吏部尚書除端明殿學士、簽書樞密院事，仍兼太子賓客。	　
1210	三年庚午	史彌遠	　	　	十二月戊午，婁機罷參政，以資政殿學士知福州。
1211	四年辛未	史彌遠	　	　	　
1212	五年壬申	史彌遠	　	　	　
1213	六年癸酉	史彌遠	　	四月丙子，章良能自同知樞密院事除參知政事。	　
1214	七年甲戌	史彌遠	　	七月甲子，鄭昭先自朝奉大夫、試左諫議大夫遷端明殿學士，除簽書樞密院事兼權參知政事、兼太子賓客。	　
1215	八年乙亥	史彌遠	　	七月辛酉，鄭昭先自簽書樞密院事除參知政事。曾從龍自正議大夫守禮部尚書，除端明殿學士、簽書樞密院事、兼太子賓客。	　
1216	九年丙子	史彌遠	　	　	　
1217	十年丁丑	史彌遠	　	　	　
1218	十一年戊寅	史彌遠	　	　	　
1219	十二年己卯	史彌遠	　	二月庚戌曾從龍自簽書樞密院事進同知樞密院事兼江、淮宣撫使。任希夷自權吏部尚書除簽書樞密院事。三月己巳，鄭昭先自參知政事除知樞密院事。曾從龍自同知樞密院事除參知政事。四月癸巳，鄭昭先兼參知政事。	　
1220	十三年庚辰	　	　	七月丙午，任希夷自知樞密院事兼參知政事。	　
1221	十四年辛巳	史彌遠	八月乙丑，追封史浩為越王。	八月壬戌，宣繒自兵部尚書除同知樞密院事。俞應符自給事中除簽書樞密院事。閏十二月辛巳朔，宣繒兼參知政事。俞應符兼權參知政事。	八月乙卯，任希夷罷知樞密院事及兼參知政事。
1222	十五年壬午	史彌遠	　	九月辛亥，宣繒自同知樞密院事除參知政事。程卓自給事中除同知樞密院事。薛極自吏部尚書、賜出身除簽書樞密院事。	六月辛卯，簽書樞密院事俞應符卒。
1223	十六年癸未	史彌遠	　	　	六月丁酉，同知樞密院事程卓卒。
1224	十七年甲申閏八月丁酉理宗即位	史彌遠	　	十二月戊子，葛洪除端明殿學士、同簽書樞密院事。	　



Chinese text: This work was published before January 1, 1923, and is in the
public domain worldwide because the author died at least 100 years ago.
